id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
191,1.6635625530561833e-05,2.4165366361241927e-20,2.957594334302629e-10,2.2812132413848562e-07,0.00011471162327965481,2.7375577793665916e-19,1.1927649690591608e-05,8.331481725263538e-10,1.2252777889343606e-26,4.6596933474086285e-08,1.1313407995444988e-19,1.4754384478860162e-24,1.1418026094686973e-06,2.795016679383668e-19,4.117033255405371e-24,7.209162258359673e-18,0.9998553074517245,None of the above,1225,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
192,2.6830624085642077e-05,6.083671623084604e-14,2.4619423256750237e-10,4.279317949369737e-07,8.908746751528286e-05,1.2312925043738997e-23,6.0539208118685535e-06,4.700287199360171e-10,2.3345665560903814e-21,1.1543611993544207e-13,1.369653450951431e-20,8.251138826839224e-25,1.0873649015085302e-16,9.643877825628895e-20,3.187292083437254e-23,4.4185774036583047e-17,0.9998775993393929,None of the above,827,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
193,7.600386202594971e-07,5.141652261525396e-19,2.8236381609046785e-07,5.079677287379668e-07,2.1688234760182152e-13,1.1367176829821085e-06,9.57621525592007e-24,7.206626609504964e-18,2.106063286054441e-25,2.103640895842034e-12,3.6188789028863935e-21,0.9999973128989498,3.6822054225939735e-24,1.9369547252925658e-17,1.6051371496332935e-22,3.874861958731992e-21,1.0881626345001162e-11,International Cooperation and Financial Fora,628,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
194,1.0591918843928545e-05,4.052854740891574e-17,1.7613025919843093e-10,2.5903368658858667e-07,5.575905342145846e-05,1.816685726601261e-23,4.820667814638041e-06,9.94673923118789e-11,3.831065990006398e-18,9.451946891391813e-08,1.367099829104298e-15,6.880511839045811e-19,1.439439250427679e-18,6.662547666327382e-19,4.156715788696426e-23,7.269536077924115e-18,0.9999284745311655,None of the above,2193,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
195,5.113140778372627e-06,3.0920411901920954e-07,2.7342184108656203e-06,7.713605411251125e-07,0.9997329300626655,7.233721693296106e-07,3.7509104216431796e-07,2.525827396178813e-07,9.440599161875046e-07,2.470630331941149e-07,1.5096903124756791e-09,8.931280172345584e-06,1.6461366895726305e-06,3.1756952767041927e-19,3.153830919702775e-17,1.0355885974697759e-07,0.00024491735917239694,Public Finance and Budgetary Policy,1981,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
197,1.5488888142674843e-05,1.173690291685699e-19,3.117415710339622e-10,3.6295169190031513e-07,8.34801969890282e-23,1.5552448971966345e-28,9.622974262719297e-23,4.0461069208517543e-16,2.819121092335767e-26,2.0472013647596357e-18,5.8078707244216445e-21,5.697654638825138e-19,8.397480924613653e-23,3.0016653999841554e-24,8.121993547039707e-22,2.0087111610833563e-21,0.9999841478484234,None of the above,66,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
198,4.3877126604226025e-05,1.066171951211582e-16,6.4356225036401e-11,3.481339779702487e-07,2.007382972606222e-20,2.404126305524798e-21,6.010498184163478e-18,9.051294973421169e-11,4.656512901761312e-25,2.0764834878381298e-13,1.7785088047524682e-20,2.76105279286254e-22,4.598346528391416e-24,2.0230245179014347e-06,9.121217640615058e-22,5.974763945193486e-22,0.9999537515598229,None of the above,271,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
199,3.1068270226230676e-05,8.601083492760763e-18,1.2364039660917468e-10,4.6730195376526753e-07,4.628059484865291e-07,7.18461203329285e-28,7.809325410130686e-17,5.759106248622849e-22,2.882909976544814e-24,9.788692448662279e-17,6.285919350200719e-22,1.9220314271253e-22,1.1058652687664074e-20,6.660099089286318e-19,8.407717309048845e-21,3.0754540122136015e-17,0.9999680014982311,None of the above,392,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
200,4.476989782320443e-05,1.2761722370460619e-13,7.126188106951598e-10,5.511496520816011e-07,3.540740728655968e-17,1.1117737782508039e-24,2.7752136639406955e-13,3.278854502089692e-10,2.762120646328606e-21,1.9955088083096923e-07,3.682329038306969e-15,6.0392075461793685e-19,1.018471907038176e-22,2.9050869688517806e-19,4.4673372142281304e-24,3.186508734899148e-17,0.9999544783607307,None of the above,546,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
201,1.1060218557956881e-05,7.413228166715336e-17,3.5409155530759774e-12,1.549069025960798e-11,9.225904823180812e-07,1.4694179392639995e-27,1.4715843610023822e-18,1.168746412340725e-16,2.199906330818802e-22,9.93146686378327e-16,3.0140603837548355e-26,3.2973536194398874e-24,2.603743056625096e-23,4.079301985156407e-23,4.112793263264641e-22,4.318420946037359e-23,0.999988017171927,None of the above,219,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
202,5.4703623114639505e-05,3.704624902329815e-19,3.047155896571722e-09,3.6236170623854743e-06,2.2558356373652546e-06,3.118597725028775e-29,2.178159565717511e-12,1.615969102180667e-10,3.1589599131263804e-25,4.059372514505462e-13,3.767623271647989e-15,3.7625906781326105e-18,1.2471321339861009e-22,7.066215822806981e-19,1.44079278650134e-21,1.8797771986751556e-16,0.9999394137128447,None of the above,679,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
203,5.564201022461031e-05,1.3670492493722432e-14,3.935781026431177e-10,6.100555164247666e-07,3.619500005998714e-18,4.043761954125028e-23,1.4484744620228674e-12,4.158234530571186e-11,1.940888935402689e-24,5.697829124536919e-13,2.5904627820326353e-18,3.8610578807038014e-19,9.81657292898936e-23,6.256076828025219e-19,8.179636952821132e-22,5.9408867942741e-17,0.9999437474970666,None of the above,420,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
205,3.5517107248297757e-06,3.338878501701553e-12,2.234665864119903e-06,5.367148950500925e-07,4.59166390462713e-12,3.3690352328781184e-06,2.1538020982459465e-18,5.88935776044171e-07,0.9999861144208251,8.595528416263365e-13,1.321595333663075e-07,3.334887442146565e-12,3.2696571104480955e-06,2.026613441788618e-07,1.7056364233602891e-22,1.5523910163252353e-19,2.6569018947092598e-11,Financial Market Dynamics and Asset Pricing,457,Sovereign debt markets: post-pandemic developments and challenges
206,3.055500078976216e-11,1.2051049831430053e-12,3.7574195400192166e-06,4.452780265860266e-07,0.9999940656884998,3.3384607749120515e-07,1.9900682633170688e-20,2.792296833314219e-17,7.31615378418654e-25,8.640823881896319e-14,7.904448169804025e-13,7.310475196239642e-13,1.3255702993587591e-06,1.5115523045071805e-25,5.2299197175310206e-23,7.214429133089843e-08,1.9897264177223234e-11,Public Finance and Budgetary Policy,538,Sovereign debt markets: post-pandemic developments and challenges
207,1.3689768944168888e-05,2.4295697811314365e-44,5.1748937030306346e-06,2.313731668606993e-06,7.797336895588897e-11,5.532427925451731e-06,3.52918197803001e-53,1.2440902940245583e-06,0.9999670594633265,6.824474357378717e-47,1.559156411214025e-06,1.351617406643636e-11,3.4259431055108304e-06,2.2762825261547375e-19,4.2757713790188856e-20,6.125898203919962e-21,4.3313196532355423e-10,Financial Market Dynamics and Asset Pricing,788,Sovereign debt markets: post-pandemic developments and challenges
208,1.579986731896868e-05,2.724517217370123e-07,4.387725917246012e-06,2.8045013466286613e-07,0.9999772777700224,3.8757419893464993e-07,5.029015393239639e-49,3.3489534568448554e-07,7.975362122260448e-13,1.6253533701495343e-13,1.3798761730207775e-07,3.7758573087252885e-49,1.0040929345746859e-06,1.5333960164413604e-59,1.0138206898618183e-23,1.1718050433534182e-07,3.3238602303650927e-12,Public Finance and Budgetary Policy,1225,Sovereign debt markets: post-pandemic developments and challenges
209,3.7022456515699473e-06,4.545835056098786e-06,2.4227351091201744e-06,5.028973501384748e-07,5.6417537554388715e-06,3.012755840634383e-06,4.816638642063797e-13,1.0041899125623173e-06,0.9999447243001732,6.18193755154392e-07,3.1849560798120207e-07,1.4221996284793902e-06,1.9961778952403503e-06,1.7591607183324877e-07,4.99450706527765e-17,3.316081796400917e-18,2.9912303711008292e-05,Financial Market Dynamics and Asset Pricing,796,Sovereign debt markets: post-pandemic developments and challenges
211,4.346830548284115e-06,5.438903562107251e-20,1.1444089585200968e-07,9.751598828050845e-08,5.858445352457141e-23,2.788627618441928e-30,4.455645385784911e-06,2.747125162998865e-07,1.7654726253659543e-14,4.780414564244449e-15,3.255196195158844e-22,2.639797920194952e-19,3.729558830326563e-07,4.483994325750922e-25,1.3688684686647782e-23,4.744149939419659e-19,0.99999033789876,None of the above,397,From Magma to Masterpiece: Forging the Future of Cross-border Payments
212,3.3620633553884876e-07,2.5085113393256205e-19,1.4313109789894306e-07,2.0695171061393667e-07,1.1110869600926816e-23,1.5399148528315851e-06,3.231897090665661e-13,2.2921669798216908e-17,1.2946049186667542e-12,5.420141240840605e-13,3.5352671776660725e-20,0.9999977737817063,3.0759789663320085e-26,1.4399142305905117e-23,2.6090636618318815e-23,7.18736745461326e-21,1.2136917824998896e-11,International Cooperation and Financial Fora,409,From Magma to Masterpiece: Forging the Future of Cross-border Payments
213,6.278237661523039e-07,6.091348513725148e-13,7.350016955852677e-07,6.033492102625379e-07,1.5958160321376774e-07,3.8413915836693476e-25,6.499746795528719e-20,2.7367827049317498e-17,1.054710705990102e-12,5.47735122627739e-13,9.439724797554781e-21,0.9999978742135832,2.1013390222077535e-25,2.532605712718979e-20,3.0246504227963076e-22,7.79635148532315e-18,2.7929872320178032e-11,International Cooperation and Financial Fora,555,From Magma to Masterpiece: Forging the Future of Cross-border Payments
214,6.171727408775838e-06,1.8004932810691842e-06,2.9295051788610436e-07,1.2483163088092562e-07,1.7871083950475447e-21,8.248058989431755e-24,8.91217550545699e-13,9.90286111044632e-08,3.2534736080722056e-06,3.4448635886263946e-08,5.109938642211318e-19,2.661525806473057e-20,3.2788209034700865e-07,3.846685345281512e-07,4.4731641514175835e-24,1.3188747622947697e-19,0.9999875104947902,None of the above,225,From Magma to Masterpiece: Forging the Future of Cross-border Payments
215,5.29408091167365e-07,5.282505797116705e-19,8.402627283396884e-07,3.100966757713814e-07,1.9093947640149255e-07,2.1868880921915038e-27,2.566204852708951e-12,4.5222636233887105e-11,2.6111590783214777e-12,8.780815442439305e-13,1.0495084022407578e-20,0.9999981292186555,2.7874693639539286e-26,1.6192219574366807e-23,1.2990272765610322e-23,6.171935637698412e-21,2.3094886921751436e-11,International Cooperation and Financial Fora,588,From Magma to Masterpiece: Forging the Future of Cross-border Payments
216,3.594548263022258e-05,1.2112677618454866e-05,4.6106038728643685e-07,2.6571475398139577e-07,3.569300246441001e-19,4.993065820563731e-22,1.2604194150024159e-05,6.419590915374923e-10,6.710654502509243e-06,9.897880165817894e-08,1.0163843897450528e-14,1.0597818978217078e-06,2.0220125387147262e-06,6.446281736773295e-07,1.1788614473394093e-23,5.182449475245798e-18,0.9999280741725765,None of the above,479,From Magma to Masterpiece: Forging the Future of Cross-border Payments
218,3.414201025982977e-10,1.4781712452474105e-19,4.432170874283404e-07,1.5891221970136577e-07,1.4362698994919016e-05,6.459098308910553e-30,1.3708266380967684e-05,3.904072115413348e-11,1.3213496428039603e-20,3.890447760082598e-08,3.3685558924047005e-16,1.4021051170088522e-19,1.4669790792460092e-06,1.9789402624272922e-25,6.350115388004318e-18,1.7041063903364486e-18,0.999969820641299,None of the above,1021,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
219,6.065644374359141e-13,6.430896881058949e-19,3.9586235293773224e-07,1.266624411780288e-07,3.0375397576399434e-11,2.0115752039497698e-27,1.77181619563419e-05,2.7063201655111094e-10,6.284555023156137e-21,3.695106443686874e-08,1.7180674686895e-19,6.765495660125352e-20,2.226802305002867e-06,4.276843738301876e-25,1.3482311226572027e-22,4.613226348218687e-19,0.9999794952582661,None of the above,715,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
220,5.666831099560715e-07,9.141864450069554e-20,6.987464119871869e-07,4.225509949668334e-07,9.920718335280367e-07,2.182445372341239e-06,3.1612299223982935e-13,6.3346808064120835e-12,3.440467180855256e-21,7.156204547746371e-13,1.9297270700513486e-21,0.9999749161806246,3.8782582242228567e-07,6.799814104146687e-18,5.7566434253636135e-18,1.770318036094161e-18,1.983348846381198e-05,International Cooperation and Financial Fora,523,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
221,2.6990499392784497e-06,7.455028630354908e-13,4.997377041806462e-07,2.9285872209353114e-07,1.902670135205277e-06,1.5710726267025527e-06,6.440599606653307e-06,2.661594672396596e-11,2.22778522287851e-06,6.308839062352718e-07,1.6663190774149996e-15,0.999672533567329,7.24120518855216e-07,6.311644677238659e-18,2.2098824124661334e-17,5.896277229670681e-15,0.00031047762691977947,International Cooperation and Financial Fora,1978,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
222,2.955596053275668e-06,5.36607194115468e-19,1.1502406128586673e-06,7.000137885094828e-07,1.0737382509066692e-05,4.632712720964075e-06,3.5969361280462675e-06,1.691209585612509e-11,3.462816118620787e-06,2.7124022477162505e-06,2.165487774249685e-15,0.9997650701376696,1.4683180746746288e-06,1.4993942593261965e-17,6.6638226801004296e-18,1.1216485678281622e-19,0.00020351342716238253,International Cooperation and Financial Fora,1777,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
224,6.50176047783485e-07,4.1473383249011004e-20,3.81727266954965e-07,2.8930330752990716e-07,1.3398515831856354e-07,1.2599557470062031e-06,6.634265116177076e-07,1.518722058646436e-11,9.457266717318007e-08,1.258324606882221e-13,5.570138525824842e-15,0.9999825671284229,1.226159712388929e-07,6.187898806856853e-17,5.6986975920321324e-18,1.1303343853324142e-07,1.3724060142307073e-05,International Cooperation and Financial Fora,229,Sustainability in the Financial Industry: Old Models for New Scenarios?
225,6.875587844358092e-15,4.607513447433139e-12,1.038991529759769e-06,2.488157188550189e-07,2.2122377976221712e-07,1.8946362641500935e-30,0.9999966408144011,2.8523873143609855e-13,1.4668113248946149e-12,2.431804482995596e-13,1.735887233784192e-22,5.6594619791006995e-22,1.8230896745174478e-06,1.257723090377519e-26,3.2292289734622983e-26,2.698570106801345e-08,7.258516620274536e-11,Systemic Risk and Macroprudential Frameworks,483,Sustainability in the Financial Industry: Old Models for New Scenarios?
226,8.073627413512836e-15,9.01107966524891e-20,7.208738779044066e-07,5.476252710687071e-07,3.3725647457328954e-07,3.005474383187073e-29,3.138244525052876e-12,8.613428651350081e-10,1.6842048418166643e-19,1.3375408902497185e-13,1.2254644076374005e-24,2.9228968659545003e-24,6.158463959172057e-12,1.760400703597178e-25,3.981412868772663e-24,1.37513955814577e-20,0.999998393373595,None of the above,754,Sustainability in the Financial Industry: Old Models for New Scenarios?
227,2.185532164173098e-05,1.7982574268953303e-18,7.598534065562987e-07,2.774256184227287e-07,2.325959637366548e-07,2.2379932299856476e-14,3.4537935781966466e-07,4.779456420750668e-10,3.0045190492513144e-20,2.740523400945456e-07,7.692046577727669e-21,1.2397125594816065e-19,1.091126002075205e-06,5.301351075086817e-23,4.676935272375671e-20,5.064857409864224e-19,0.9999751637677016,None of the above,229,Sustainability in the Financial Industry: Old Models for New Scenarios?
229,1.4036613551704028e-06,1.3434374903674609e-18,4.957798939946171e-06,1.8779882382493727e-12,4.278972103119033e-07,0.9999831537751995,5.518081191858301e-20,1.0056854048354385e-05,2.8679628081388975e-13,5.165512056656536e-14,2.3110632271179312e-12,1.1305639436135853e-12,4.84146757136948e-26,1.4814099845405758e-22,1.9079549391053846e-22,5.021602061900996e-21,7.588790210757107e-12,Industrial Organization and Regional Structure,80,Innovation and innovation financing in Europe
230,3.7559297601894773e-06,9.391263952369157e-07,3.6070997253425934e-06,2.5367980573646634e-06,7.528826087312579e-08,0.00010050248899506607,3.8065886918030366e-07,2.8992962520616087e-05,0.9998026360543422,1.8806191117646883e-07,4.858143594457542e-07,1.679350610556306e-06,3.018691992161455e-06,2.1808443248469027e-07,1.1978590898805023e-17,1.2134151077721908e-16,5.0983589767582376e-05,Financial Market Dynamics and Asset Pricing,1399,Innovation and innovation financing in Europe
